CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
95355,"$75,000 under $100,000",2394,1763,1493,6649,2417,207433,2182,168086,1586,1321,521,982,454,614,369,5553,**,394,389,279,4724,562,17323,374,3389,406,6743,**,**,1820,41405,1679,7234,116,246,1648,4081,1820,12386,1565,18280,1575,4383,2391,135477,1243,2277,120,128,909,1663,194,103,40,65,0,0,0,0,40,56,2354,17839,2362,18926,589,1635,1804,6487
95355,"$100,000 under $200,000",2839,2427,1869,8419,3117,375754,2611,300149,2194,2140,805,2196,709,1441,469,12119,29,616,1628,321,8011,780,32023,360,3199,407,7282,41,676,2584,77532,2490,19599,70,205,2398,7203,2583,28500,2274,31442,2378,9093,2838,264621,1420,2035,182,239,745,1032,328,185,**,**,0,0,0,0,183,380,2827,44390,2833,46530,889,4374,1945,8755
95355,"$200,000 or more",512,453,389,1514,548,198379,459,114452,468,2854,279,2757,266,2190,136,15448,**,255,18754,70,3744,118,5415,**,**,83,1693,48,1739,504,35068,492,14986,**,**,483,2440,503,17785,405,7865,468,3605,511,157719,186,293,34,48,0,0,41,20,0,0,0,0,0,0,390,2783,511,41433,510,42980,235,5549,274,3412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95356,,"13,082","5,634","7,841","28,175","9,471","1,011,182","10,788","633,964","5,703","20,991","2,359","22,139","2,070","18,218","1,931","39,442",129,"2,016","58,189","1,082","18,296","2,406","56,099","1,995","17,822","1,578","18,825",145,"3,148","5,502","182,809","4,341","55,314","1,012","1,448","4,872","16,661","5,470","75,816","4,471","60,659","4,639","21,222","10,319","687,860","4,420","6,633",332,312,"2,345","3,000",510,246,"1,666","2,095","2,217","4,542","1,928","3,832",648,"5,782","9,189","140,436","9,896","147,373","2,825","19,923","9,834","40,558"
95356,"$1 under $25,000",4751,792,2527,7285,2057,58748,3574,41439,1006,865,446,935,382,484,662,5288,29,383,-191,232,1443,579,5305,757,5829,174,294,20,132,503,8440,145,519,298,328,382,953,486,1929,318,3106,324,530,2183,12821,677,242,**,**,170,61,24,5,963,1094,1590,3507,1427,3020,**,**,1744,1134,2233,1988,549,328,3822,7476
95356,"$25,000 under $50,000",2983,1014,1745,6385,2210,108850,2494,82484,1044,947,364,955,311,519,362,4641,**,297,175,254,2651,554,9064,554,5697,493,3002,**,**,922,15833,516,877,368,454,772,1680,911,3295,716,6908,705,1527,2818,54076,1210,1109,79,57,755,722,103,52,549,806,627,1035,501,812,0,0,2284,5605,2457,6567,618,1029,2340,5894
95356,"$50,000 under $75,000",1896,1030,1187,4685,1680,116612,1638,90470,1021,1028,354,979,314,618,267,3848,31,285,287,198,2703,428,10498,295,2560,336,4539,23,301,1063,21137,852,2543,190,282,922,2281,1061,5519,856,9363,878,2212,1873,70580,894,1362,75,57,635,990,108,53,134,173,0,0,0,0,**,**,1746,8588,1782,9384,494,1286,1400,4282
95356,"$75,000 under $100,000",1205,874,786,3272,1173,104110,1045,78986,786,629,270,916,228,467,181,3186,**,216,338,155,2991,320,10075,192,1979,226,3948,**,**,904,20565,793,3473,96,175,808,2150,904,6206,751,8715,788,2389,1204,68388,599,1060,52,51,414,725,86,40,20,22,0,0,0,0,**,**,1182,9117,1188,9807,341,1122,860,2937
95356,"$100,000 under $200,000",1592,1346,1059,4605,1645,215583,1456,167803,1237,1661,533,1731,465,1293,299,8398,32,429,2724,171,4887,410,16433,197,1757,248,4523,40,774,1458,46284,1392,11686,60,209,1364,4560,1456,17137,1288,19143,1331,5220,1587,151194,758,1006,85,82,371,502,143,75,**,**,0,0,0,0,116,198,1581,25680,1583,27229,518,2694,1067,5459
95356,"$200,000 or more",655,578,537,1943,706,407279,581,172782,609,15861,392,16623,370,14837,160,14081,37,406,54856,72,3621,115,4724,**,**,101,2519,62,1941,652,70550,643,36216,**,**,624,5037,652,41730,542,13424,613,9344,654,330801,282,1854,41,65,**,**,46,21,0,0,0,0,0,0,532,5584,652,90312,653,92398,305,13464,345,14510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95357,,"5,387","2,280","3,394","12,123","4,347","285,693","4,530","205,820","2,121","3,142",710,"2,518",612,"1,796",782,"15,005",157,624,"3,677",374,"5,560",927,"20,163","1,027","8,845",545,"5,913",37,860,"2,022","51,441","1,567","10,732",394,454,"1,785","5,036","2,018","17,085","1,654","19,190","1,680","6,450","4,082","172,111","1,863","2,189",117,98,"1,132","1,389",215,101,900,"1,221","1,105","2,313",967,"1,988",122,707,"3,484","28,887","3,848","31,337","1,011","4,452","4,214","12,814"
95357,"$1 under $25,000",2160,360,1260,3536,1107,27363,1675,18990,399,301,155,253,134,133,295,2266,31,137,-43,96,546,247,2071,425,3128,63,130,0,0,199,3440,45,99,129,92,150,379,196,612,129,1219,130,217,958,5357,292,120,23,13,104,37,**,**,505,627,767,1729,695,1508,**,**,738,450,994,828,235,146,1781,3638
95357,"$25,000 under $50,000",1298,522,820,3162,1204,47112,1136,37182,447,380,107,227,95,117,164,1750,22,100,-23,83,791,224,3104,297,2885,173,1067,**,**,404,6976,256,524,131,140,355,794,403,1582,326,3043,313,614,1207,21484,588,558,**,**,407,389,72,31,323,491,338,584,272,480,0,0,905,2102,999,2505,229,334,1057,3051
95357,"$50,000 under $75,000",811,494,535,2195,848,49891,716,39631,435,341,120,246,96,140,122,1824,23,94,68,69,915,171,3948,161,1455,137,1867,**,**,463,9136,367,1065,87,129,416,1041,463,2435,386,4086,375,884,801,29417,415,640,35,34,307,486,49,21,72,103,0,0,0,0,**,**,729,3436,743,3813,198,520,609,1852
95357,"$75,000 under $100,000",489,358,333,1335,477,42270,439,33451,327,285,107,265,91,187,75,847,22,88,111,53,924,128,3656,89,770,76,1211,**,**,371,8337,339,1438,47,93,321,819,371,2475,312,3501,324,1043,488,27782,257,415,23,20,175,289,40,23,0,0,0,0,0,0,**,**,487,3686,487,3966,116,375,372,1306
95357,"$100,000 under $200,000",508,445,345,1536,574,67262,465,52042,408,550,158,458,140,339,95,2468,37,137,235,73,2384,136,6304,55,607,96,1638,37,860,467,14188,448,3571,**,**,439,1336,467,5192,411,5540,427,1803,507,46982,276,394,36,31,139,188,54,26,0,0,0,0,0,0,32,51,505,7806,504,8304,164,881,343,1571
95357,"$200,000 or more",121,101,101,359,137,51795,99,24524,105,1285,63,1069,56,880,31,5850,22,68,3329,**,**,21,1080,**,**,**,**,**,**,118,9364,112,4035,**,**,104,667,118,4789,90,1801,111,1889,121,41089,35,62,**,**,0,0,**,**,0,0,0,0,0,0,90,656,120,11407,121,11921,69,2196,52,1396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95358,,"11,756","4,645","7,972","30,171","11,746","450,130","10,197","335,434","3,422","5,322","1,001","3,975",868,"2,756","1,462","17,922",408,784,"10,287",528,"6,285","1,425","27,914","2,564","19,907",879,"9,133",39,692,"2,829","62,370","2,104","12,022",622,692,"2,427","4,830","2,818","18,728","2,259","24,210","2,259","8,023","7,758","231,234","3,985","4,461",212,238,"2,762","3,097",308,159,"3,653","5,326","3,496","8,173","3,206","7,163",123,621,"5,919","32,535","6,840","36,460","1,520","5,454","9,990","29,929"
95358,"$1 under $25,000",5871,1135,3701,12372,4481,77407,4900,58092,780,875,222,372,187,181,741,6139,64,184,272,140,865,412,3410,1258,8413,117,217,**,**,349,5125,108,121,210,144,273,412,343,740,251,2377,222,406,2179,11648,790,260,**,**,445,145,26,10,2274,2876,2494,6307,2357,5583,**,**,1563,990,2231,1996,438,253,5213,12472
95358,"$25,000 under $50,000",3220,1429,2297,9562,4015,114432,2920,94829,969,705,200,468,160,233,333,3521,77,148,414,119,954,384,5869,747,6750,303,1698,**,**,749,11802,471,804,242,253,633,1097,744,2433,609,5538,536,921,2927,46633,1749,1560,59,43,1326,1202,109,56,1216,2219,1002,1866,849,1580,0,0,1873,4040,2085,4800,381,528,2821,9002
95358,"$50,000 under $75,000",1329,924,958,4194,1766,80848,1191,65315,682,793,167,423,150,288,169,1998,61,130,421,106,1060,253,4966,339,2738,200,2603,**,**,680,13018,543,1489,110,168,598,1016,680,2990,559,5607,545,1393,1319,45910,753,1297,56,45,601,1046,77,39,163,231,0,0,0,0,**,**,1173,4866,1204,5363,282,630,1044,3347
95358,"$75,000 under $100,000",635,537,466,1948,725,54578,581,43185,415,380,138,486,125,254,92,923,55,99,942,68,1015,160,4105,135,1179,117,1993,**,**,423,9719,380,1664,39,81,374,770,423,2717,369,4300,365,1147,633,35381,345,658,45,39,247,468,59,37,**,**,0,0,0,0,**,**,614,4302,622,4664,167,603,466,1724
95358,"$100,000 under $200,000",593,521,448,1787,658,77106,518,54222,473,1039,207,896,188,668,103,2210,108,159,2000,95,2391,194,8073,85,827,118,2054,39,692,523,14775,500,4046,21,46,469,1174,523,5526,414,5345,490,2270,592,55022,299,447,52,111,143,236,37,17,**,**,0,0,0,0,51,81,588,8973,590,9753,198,1198,392,1930
95358,"$200,000 or more",108,99,102,308,101,45759,87,19791,103,1530,67,1330,58,1132,24,3131,43,64,6238,**,**,22,1491,**,**,24,568,**,**,105,7931,102,3898,**,**,80,361,105,4322,57,1043,101,1886,108,36640,49,239,**,**,0,0,**,**,0,0,0,0,0,0,72,540,108,9364,108,9884,54,2242,54,1454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95360,,"4,504","2,042","3,195","12,341","4,810","187,901","3,968","151,466","1,478","1,534",311,844,252,576,484,"5,879",49,256,"1,596",188,"2,468",605,"10,325","1,140","8,470",347,"3,275",0,0,"1,427","30,833","1,076","4,722",314,376,"1,296","2,814","1,426","8,533","1,256","14,013","1,101","2,385","3,274","94,697","1,793","2,168",91,106,"1,320","1,621",204,96,"1,397","2,201","1,122","2,591","1,004","2,316",36,166,"2,454","12,524","2,775","13,707",611,"1,882","3,776","11,577"
95360,"$1 under $25,000",1877,361,1307,3976,1356,25871,1552,19567,286,211,67,72,48,37,202,1262,**,59,12,59,384,188,1641,463,2869,45,82,0,0,129,1991,47,118,70,55,111,172,128,377,93,835,74,94,778,4378,291,104,**,**,140,51,23,7,724,921,725,1882,679,1736,**,**,558,366,747,624,168,94,1602,3966
95360,"$25,000 under $50,000",1356,682,1014,4237,1708,49634,1224,40594,466,256,73,100,62,53,133,1843,28,53,194,51,510,165,2363,393,3337,130,712,0,0,414,6976,267,423,130,138,362,689,414,1411,353,3212,306,518,1232,18851,773,689,42,27,587,508,61,26,551,1112,397,709,325,580,0,0,758,1539,861,1885,140,212,1208,3910
95360,"$50,000 under $75,000",677,485,476,2223,975,41101,633,34448,329,253,61,140,48,70,66,858,**,53,-29,53,718,114,2352,179,1417,91,1123,0,0,392,7815,300,788,88,131,359,685,392,1788,356,3769,307,562,673,22232,414,740,23,18,353,610,68,37,122,168,0,0,0,0,**,**,556,2210,579,2408,138,271,539,1833
95360,"$75,000 under $100,000",312,266,205,1021,419,26911,296,23180,180,96,43,153,34,71,39,353,21,29,129,**,**,67,1549,69,551,44,723,0,0,238,5583,222,856,26,52,227,470,238,1461,223,2826,202,390,310,16843,181,379,26,61,153,310,32,15,**,**,0,0,0,0,**,**,304,2006,307,2081,64,176,247,903
95360,"$100,000 under $200,000",255,222,193,799,320,31902,236,25855,194,216,67,379,60,345,44,1563,**,62,1290,25,856,71,2420,36,296,37,635,0,0,230,6419,217,1540,**,**,216,516,230,2196,231,3371,192,585,254,22309,134,256,**,**,87,142,20,11,**,**,0,0,0,0,36,166,252,3521,254,3738,101,1129,180,965
95360,"$200,000 or more",27,26,**,85,32,12482,27,7822,23,502,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,24,2049,23,997,0,0,21,282,24,1300,**,**,20,236,27,10084,**,**,**,**,0,0,**,**,0,0,0,0,0,0,**,**,26,2882,27,2971,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95361,,"13,109","6,245","8,288","29,438","9,808","752,533","10,472","524,979","5,834","10,120","2,276","7,186","1,976","4,643","2,043","31,552",531,"1,841","18,559","1,290","19,791","2,862","68,059","2,413","20,555","1,876","21,144",98,"1,693","5,470","149,825","4,082","28,585","1,262","1,692","4,927","16,899","5,459","50,184","4,531","60,879","4,483","14,996","10,115","454,967","4,393","5,626",334,511,"2,732","3,524",544,266,"1,943","2,728","2,184","4,354","1,901","3,751",405,"2,259","8,875","74,583","9,633","80,622","2,619","12,249","10,024","30,169"
95361,"$1 under $25,000",4841,880,2640,7721,2188,61064,3512,40374,1153,1307,488,904,408,404,610,4649,82,369,-16,299,1847,765,7417,888,6591,207,329,**,**,547,9380,129,220,376,280,433,1112,541,1764,364,3438,347,619,2138,11723,524,174,**,**,187,67,33,10,1020,1238,1526,3209,1361,2830,**,**,1751,1071,2250,1853,540,331,3895,7286
95361,"$25,000 under $50,000",3097,1363,1955,7373,2548,111729,2471,78275,1171,1191,413,964,348,601,460,5577,109,321,635,304,3306,681,12121,676,6839,644,3900,**,**,978,18989,483,1061,460,489,855,2338,976,4567,754,8126,757,1595,2833,49486,1291,1131,67,46,905,829,105,55,767,1291,658,1145,540,921,0,0,2156,4875,2352,6001,576,904,2481,6700
95361,"$50,000 under $75,000",1910,1236,1308,4882,1690,117697,1617,86537,1040,1318,365,814,315,481,339,4091,92,321,529,237,3284,499,12200,410,3620,396,5378,41,309,1107,22894,846,2653,237,389,973,2792,1106,6312,926,10147,868,2043,1895,69058,933,1465,66,72,691,1124,113,52,130,155,0,0,0,0,22,46,1753,7984,1802,8914,479,1122,1423,4222
95361,"$75,000 under $100,000",1312,1032,953,3637,1265,113305,1128,85155,894,1184,293,842,258,499,248,3454,73,242,531,178,3183,371,12706,246,1999,282,4790,**,**,1014,24992,892,3804,112,228,921,2919,1014,7445,871,11244,850,2134,1303,72007,680,1178,56,67,502,871,115,57,26,44,0,0,0,0,**,**,1279,9222,1289,9982,338,1127,968,3809
95361,"$100,000 under $200,000",1619,1433,1154,4871,1794,215184,1449,162209,1276,1924,539,1860,481,1452,303,7578,137,410,2524,222,5802,465,20027,193,1506,285,5243,32,565,1499,49946,1409,11233,77,306,1433,5601,1497,18060,1346,21325,1351,5065,1617,146277,845,1290,120,213,447,633,178,92,**,**,0,0,0,0,117,270,1606,23724,1610,25343,532,3072,1081,5704
95361,"$200,000 or more",330,301,278,954,323,133554,295,72429,300,3196,178,1802,166,1206,83,6203,38,178,14356,50,2369,81,3588,**,**,62,1504,25,819,325,23624,323,9614,**,**,312,2137,325,12036,270,6599,310,3540,329,106416,120,388,25,113,0,0,**,**,0,0,0,0,0,0,266,1943,330,27707,330,28529,154,5693,176,2448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95363,,"10,690","4,243","7,096","28,416","11,471","462,756","9,366","368,389","3,212","4,860",790,"3,795",686,"3,176","1,278","13,070",145,653,"3,933",489,"7,259","1,314","26,787","2,278","18,993",698,"7,330",22,335,"3,565","83,059","2,723","13,369",732,932,"3,215","11,289","3,557","27,225","3,092","36,465","2,728","6,632","7,809","239,612","4,117","5,254",148,126,"2,976","3,621",467,233,"3,179","5,095","2,401","5,589","2,171","4,899",124,622,"5,954","32,427","6,689","35,538","1,440","4,553","8,997","28,647"
95363,"$1 under $25,000",4636,754,2871,9548,3209,62514,3772,47137,643,2143,162,280,144,133,531,4219,25,126,-60,126,720,334,2843,887,6294,96,183,**,**,357,5544,104,151,216,141,297,918,354,1295,281,2567,212,295,2077,10245,727,275,**,**,354,107,28,9,1715,2357,1553,4079,1451,3618,0,0,1493,806,1977,1513,340,224,4064,10063
95363,"$25,000 under $50,000",2871,1139,2017,8796,3985,102664,2631,85279,751,420,134,130,111,58,306,3597,26,113,118,104,1050,300,4817,709,6541,231,1336,22,335,819,14622,511,785,277,293,720,2265,816,3657,696,6973,597,1018,2564,39355,1608,1430,37,23,1232,1076,150,73,1234,2389,848,1510,720,1281,0,0,1525,3286,1732,3984,339,536,2519,8293
95363,"$50,000 under $75,000",1463,933,1023,4585,2012,89900,1364,76454,701,306,140,285,121,204,196,1842,20,119,-74,91,1089,255,5041,372,3098,156,2062,**,**,932,19491,751,2079,157,274,853,2863,931,5655,824,9062,726,1339,1451,48515,849,1473,45,33,687,1173,107,50,204,328,0,0,0,0,**,**,1245,5071,1285,5544,272,651,1186,4089
95363,"$75,000 under $100,000",839,648,586,2734,1181,72473,782,60942,492,478,131,311,118,236,100,706,23,95,222,72,1179,191,4873,169,1491,111,1897,**,**,655,15756,595,2529,51,126,597,2214,654,5210,583,7092,511,1227,839,44731,495,1034,29,26,430,816,83,47,26,21,0,0,0,0,**,**,815,5435,818,5752,189,514,649,2631
95363,"$100,000 under $200,000",788,688,531,2510,1015,100514,740,82881,544,1019,175,433,147,249,145,2706,51,143,577,96,3221,207,7026,141,1569,104,1852,**,**,712,21898,676,5212,31,98,663,2571,712,8276,638,9334,601,1781,785,68743,410,710,37,44,273,449,99,54,**,**,0,0,0,0,60,125,783,11030,784,11636,250,1465,536,2697
95363,"$200,000 or more",93,81,68,243,69,34691,77,15696,81,494,48,2356,45,2296,**,**,**,57,3150,**,**,27,2187,**,**,**,**,**,**,90,5748,86,2613,**,**,85,458,90,3132,70,1437,81,972,93,28023,28,332,**,**,0,0,**,**,0,0,0,0,0,0,64,497,93,6799,93,7109,50,1163,43,874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95365,,"1,879",752,"1,322","5,250","2,216","51,060","1,783","41,175",276,126,25,40,21,19,140,"1,100",0,0,0,28,359,96,"1,707",763,"5,433",58,379,0,0,200,"3,974",118,409,80,86,173,269,200,859,172,"1,655",143,257,"1,171","18,279",658,611,0,0,550,492,40,21,843,"1,131",795,"1,967",734,"1,816",0,0,780,"1,812",870,"2,020",149,258,"1,709","4,818"
95365,"$1 under $25,000",1115,268,756,2631,1041,16175,1040,13228,83,41,25,40,21,19,68,403,0,0,0,28,359,35,279,405,2144,**,**,0,0,20,255,**,**,**,**,**,**,20,45,**,**,**,**,459,2217,179,73,0,0,142,55,**,**,557,666,511,1429,491,1346,0,0,306,159,364,245,52,19,1044,2801
95365,"$25,000 under $50,000",565,330,414,1971,904,19440,548,15927,109,11,**,**,**,**,72,697,0,0,0,**,**,29,366,282,2617,58,379,0,0,69,876,34,39,54,43,80,111,69,171,78,674,53,72,513,6752,361,324,0,0,308,267,40,21,286,465,284,538,243,470,0,0,286,441,318,501,43,39,520,1663
95365,"$50,000 under $75,000",132,102,97,421,172,7779,131,6889,64,5,**,**,**,**,**,**,0,0,0,**,**,32,1062,76,672,**,**,0,0,53,900,38,84,26,43,45,73,53,208,45,463,45,72,132,4521,84,149,0,0,72,120,**,**,**,**,0,0,0,0,0,0,122,451,122,469,33,45,99,234
95365,"$75,000 under $100,000",36,30,29,117,46,3077,36,2614,**,**,**,**,**,**,**,**,0,0,0,**,**,**,**,**,**,**,**,0,0,30,659,23,89,**,**,26,35,30,162,27,252,25,36,36,1919,34,65,0,0,28,50,**,**,0,0,0,0,0,0,0,0,36,229,36,230,21,155,25,58
95365,"$100,000 under $200,000",31,22,26,110,53,4589,28,2517,20,69,**,**,**,**,**,**,0,0,0,**,**,**,**,**,**,**,**,0,0,28,1284,23,197,**,**,22,50,28,273,22,266,20,77,31,2870,**,**,0,0,**,**,**,**,**,**,0,0,0,0,0,0,30,532,30,575,**,**,21,62
95365,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95366,,"7,079","3,615","4,442","16,291","5,803","494,589","5,839","359,185","3,681","7,690","1,374","7,349","1,214","5,309","1,141","17,062",209,"1,145","9,614",675,"9,794","1,410","33,464","1,086","9,441",931,"11,140",63,790,"3,492","106,987","2,775","22,870",638,992,"3,098","10,758","3,482","36,460","2,857","41,402","3,043","14,704","5,721","310,100","2,624","3,401",220,257,"1,555","2,138",354,171,787,"1,069",866,"1,728",719,"1,445",315,"2,009","5,123","54,305","5,504","57,955","1,530","7,907","5,302","17,923"
95366,"$1 under $25,000",2314,400,1236,3282,888,28250,1697,19409,632,718,265,531,226,220,304,2115,38,210,-22,163,925,329,3146,333,2636,108,174,0,0,274,4944,54,109,185,134,209,555,267,862,167,1681,192,370,1083,6114,315,117,**,**,93,33,**,**,402,487,593,1253,507,1090,0,0,863,534,1101,909,307,174,1781,3143
95366,"$25,000 under $50,000",1366,529,851,2985,1024,50204,1115,37364,574,785,204,566,177,267,200,2270,35,156,-14,138,1201,287,4997,262,2419,264,1645,**,**,467,8729,266,569,185,223,377,988,465,1933,339,3525,373,985,1268,23908,558,501,28,19,356,340,63,28,263,422,273,475,212,355,**,**,1021,2463,1110,2934,260,400,1094,2887
95366,"$50,000 under $75,000",1096,675,727,2789,996,67916,918,49671,651,1163,217,623,191,333,198,2878,37,172,248,129,1587,294,7450,192,1793,226,3072,**,**,678,15476,521,1645,148,310,589,1653,677,3865,534,6485,585,2005,1069,38604,500,819,43,40,360,603,54,21,98,132,0,0,0,0,**,**,969,4523,1014,5167,293,688,800,2675
95366,"$75,000 under $100,000",758,605,535,2243,868,65606,680,51264,531,804,175,479,159,287,154,2082,33,171,832,85,1739,164,4732,127,1155,124,2098,**,**,602,15356,524,2235,71,137,535,1689,602,4340,509,6663,527,2100,757,40345,462,848,50,48,352,619,53,26,24,28,0,0,0,0,**,**,734,4873,741,5388,180,572,576,2197
95366,"$100,000 under $200,000",1265,1152,868,4092,1664,171349,1171,139237,1029,2087,361,1026,321,621,232,4735,66,294,1692,121,2735,282,10739,172,1438,170,3276,63,790,1191,41090,1137,9234,49,188,1121,4242,1191,14374,1074,17904,1106,5283,1264,114534,689,1020,73,105,394,543,184,96,**,**,0,0,0,0,91,190,1256,18501,1258,19689,366,1965,897,4507
95366,"$200,000 or more",280,254,225,900,363,111264,258,62240,264,2133,152,4124,140,3581,53,2982,**,142,6878,39,1607,54,2400,**,**,39,875,**,**,280,21392,273,9078,**,**,267,1631,280,11086,234,5144,260,3961,280,86595,100,96,26,45,0,0,**,**,0,0,0,0,0,0,224,1819,280,23411,280,23868,124,4108,154,2514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95367,,"9,487","4,150","5,691","23,465","8,892","422,164","8,353","337,739","3,351","2,063",782,"2,041",656,"1,188","1,144","13,859",23,590,"1,171",476,"5,977","1,287","24,576","2,531","20,244",727,"7,439",27,546,"3,431","78,564","2,670","12,477",669,862,"3,140","9,137","3,427","23,637","3,052","35,257","2,743","6,891","7,002","225,796","3,596","4,434",182,164,"2,548","3,149",455,243,"2,306","3,133","2,372","5,223","2,124","4,670",129,789,"5,672","30,963","6,262","33,672","1,338","3,574","7,934","22,949"
95367,"$1 under $25,000",4015,713,2162,7578,2545,52609,3334,39054,581,273,141,236,121,112,445,3126,23,123,-93,97,569,359,3000,1028,6853,98,216,0,0,271,3855,78,76,168,111,227,551,269,810,219,1858,167,246,1726,9199,596,214,**,**,271,92,23,8,1316,1599,1620,3908,1500,3564,0,0,1284,765,1658,1267,329,184,3485,8138
